"""@title"",""Français"""
"""#00640"",""En fait, je veux essayer une piscine vraiment chaude !"""
"""#00641"",""Je veux un flotteur orque bleu !"""
"""#00642"",""Vice Principal"""
"""#00643"",""J'aime les parcs aquatiques qui ressemblent à de vraies stations balnéaires."""
"""#00644"",""Je veux des nouilles grosses et grasses. La nourriture réconfortante par excellence!"""
"""#00645"", ""J'ai besoin d'une piscine digne de prendre des photos à partager en ligne."""
"""#00646"",""Fille rêveuse"""
"""#00647"", ""Je veux une pomme!"""
"""#00648"",""Donnez-moi un char sur le thème des animaux, s'il vous plaît?"""
"""#00649"", ""Une chambre à air flamant rose me rendrait si heureux ! Indice, indice !"""
"""#00650"",""Danseuse"""
"""#00651"", ""J'ai lu que le violet était ma couleur porte-bonheur. Y a-t-il des mares violettes ?"""
"""#00652"", ""J'ai la fringale pour un pot chaud."""
"""#00653"",""Les piscines en carreaux de bois sont élégantes, à mon avis."""
"""#00654"",""Trompettiste"""
"""#00655"", ""J'aimerais me détendre en flottant dans une piscine jaune."""
"""#00656"", ""Je pourrais aller chercher un bol de ramen."""
"""#00657"", ""Je dois manger plus de fruits. Puis-je avoir une pêche?"""
"""#00658"",""Bûcheron"""
"""#00659"",""Mon estomac gargouille. Je veux une boule de riz!"""
"""#00660"",""Si seulement cet endroit était plus boisé."""
"""#00661"", ""J'aime les shio ramen."""
"""#00662"",""Fleuriste"""
"""#00663"",""Avez-vous une piscine ensoleillée avec une touche fleurie?"""
"""#00664"",""Je veux être enveloppé d'un parfum fleuri !"""
"""#00665"",""Je veux nager dans une eau claire, avec des fleurs tout autour."""
"""#00666"",""Chignon"""
"""#00667"",""Je veux me désintoxiquer dans un sauna."""
"""#00668"",""Je veux une orange, s'il vous plaît!"""
"""#00669"",""J'ai envie de marrons."""
"""#00670"",""Kappappa"""
"""#00671"",""Une piscine à l'ambiance marine, ce serait quelque chose."""
"""#00672"", ""Les kiwis sont délicieux. Les fruits, pas les oiseaux!"""
"""#00673"", ""Calamars frits... Oh mon Dieu, je bave !"""
"""#00674"",""Grizzly Bearington"""
"""#00675"", ""J'ai tellement faim que je pourrais manger un cheval ! Mais le curry avec du riz fera l'affaire."""
"""#00676"",""Vous avez des boulettes de riz au saumon ?"""
"""#00677"", ""J'ai terriblement faim. Je veux de la viande avec os à croquer!"""
"""#00678"",""Grotte coquine"""
"""#00679"",""Je veux m'asseoir sur une chaise en bois!"""
"""#00680"",""Donnez-moi un maillot de bain astro!"""
"""#00681"",""Vous avez des chaises blanches confortables ? »"
"""#00682"",""Éditeur de film"""
"""#00683"",""Quelqu'un m'apporte des beignets de poulpe !"""
"""#00684"", ""Je suis intéressé par les pools avec beaucoup de likes sur les réseaux sociaux."""
"""#00685"",""Je voudrais un pantalon fleuri fabuleux."""
"""#00686"",""Vendeur de boîtes à lunch"""
"""#00687"", ""Je pourrais aller manger un kebab."""
"""#00688"",""Je veux nager mais je détesterais avoir un coup de soleil!"""
"""#00689"",""Avez-vous des boulettes de riz frites dans votre parc aquatique ?"""
"""#00690"",""Mardionnier"""
"""#00691"", ""Je veux une piscine qui vous rappelle les raisins."""
"""#00692"",""Avez-vous un bar à salades ?"""
"""#00693"",""Puis-je avoir un smoothie vert?"""
"""#00694"",""Chef"""
"""#00695"",""Je veux une pastèque!"""
"""#00696"",""Que diriez-vous d'une piscine extérieure parfumée aux fleurs ? Trop chic pour vous ?"""
"""#00697"", ""Rien ne dit style comme un flotteur banane. Si je n'en avais qu'un!"""
"""#00698"",""Cuisiner"""
"""#00699"",""Je veux aller dans une piscine extérieure populaire. La vôtre est-elle populaire ?"""
"""#00700"",""Puis-je avoir de la nourriture chinoise dans votre parc aquatique ?"""
"""#00701"", ""Je mets de la mayonnaise sur des sushis au saumon. Ne me juge pas. Alors, je peux en avoir?"""
"""#00702"",""Docteur"""
"""#00703"", ""Installez un bain à remous avec des jets d'eau, s'il vous plaît. Ils sont bons pour les maux de dos."""
"""#00704"", ""Une mini douche est idéale pour masser les épaules raides. Je dis juste."""
"""#00705"",""Certains rochers décoratifs auraient fière allure dans la piscine."""
"""#00706"",""Minuteur partiel"""
"""#00707"", ""Une piscine au parfum frais serait cool."""
"""#00708"", ""J'aimerais avoir un maillot de bain rétro."""
"""#00709"", ""Je veux une pizza!"""
"""#00710"",""Employé recrue"""
"""#00711"", ""J'ai un faible pour les chaises en bois blanc."""
"""#00712"", ""Je veux un siège pour moi tout seul."""
"""#00713"", ""Les diapositives à deux niveaux semblent tellement amusantes."""
"""#00714"",""Commis de bureau (M)"""
"""#00715"", ""J'aime le parfum de cyprès, tu sais."""
"""#00716"",""Vous avez des aliments riches en protéines ? »"
"""#00717"", ""Les piscines avec une sensation marine sont mes préférées."""
"""#00718"",""Commis de bureau (F)"""
"""#00719"", ""Hmm... Je veux un maillot de bain dans un style populaire."""
"""#00720"", ""Je veux un maillot de bain avec un look plus mature."""
"""#00721"",""=#00651"""
"""#00722"",""Employé de bureau"""
"""#00723"", ""Je ne peux jamais choisir un bon maillot de bain... Peux-tu m'en acheter un qui soit stylé ?"""
"""#00724"", ""J'ai besoin de plus d'expériences passionnantes dans ma vie. Votre parc peut-il fournir cela?"""
"""#00725"", ""Puis-je avoir du soda à la crème ici?"""
"""#00726"",""Conseiller fiscal"""
"""#00727"", ""Parfois, je veux juste suivre le courant."""
"""#00728"", ""Avez-vous des bains chauds avec jets d'eau, comme dans les spas ?"""
"""#00729"", ""Je veux quelque chose de sucré... comme un pain au melon."""
"""#00730"",""PDG"""
"""#00731"", ""Ce que je recherche principalement, c'est un beau bronzage."""
"""#00732"", ""J'aime les piscines chaudes qui me donnent l'impression de tremper dans une immense baignoire."""
"""#00733"", ""Je n'aime pas nager dans des piscines qui n'utilisent pas de carreaux de haute qualité."""
"""#00734"",""Président"""
"""#00735"", ""J'ai rêvé d'une piscine qui est rouge et qui sent les baies. Pourrait-elle exister ?"""
"""#00736"", ""J'adore les courses de chevaux. Pouvez-vous me donner une chambre à air pour chevaux?"""
"""#00737"", ""Donnez-moi une chambre à air de cheval pour faire la course avec d'autres nageurs!"""
"""#00738"",""Fashionista"""
"""#00739"", ""Citrons, mmm! Je veux en croquer un tout de suite!"""
"""#00740"",""Je veux un flotteur orque de rêve qui épaterait mes amis en ligne !"""
"""#00741"",""Des snacks où je pourrais me détendre avec style ?"""
"""#00742"",""Réalisateur"""
"""#00743"", ""Je prends facilement des coups de soleil..."""
"""#00744"", ""Pouvez-vous m'offrir un maillot de bain comme celui que vous voyez dans les films ?"""
"""#00745"",""Avez-vous des flotteurs qui vous font penser à un voyage dans le temps ?"""
"""#00746"",""Comédien"""
"""#00747"", ""J'aime les piscines bleues aux parfums inhabituels."""
"""#00748"", ""Puis-je obtenir des nouilles bouillies pour pratiquer mon nouveau bâillon slurping de nouilles?"""
"""#00749"", ""Je voudrais une piscine blanche tout autour, et l'eau est blanche aussi!"""
"""#00750"",""Parfumeur"""
"""#00751"", ""Le parfum d'agrumes est un excellent booster d'humeur. Avez-vous essayé de l'utiliser dans les piscines?"""
"""#00752"", ""Essayez d'ajouter un parfum frais """" vert """" à une piscine pour un effet relaxant."""
"""#00753"", ""Je ne peux pas décider ce que j'aime le plus, le barbecue ou la natation ! Puis-je avoir les deux ?"""
"""#00754"",""Peintre célèbre"""
"""#00755"", ""Quelqu'un peut-il me montrer une piscine populaire?"""
"""#00756"", ""Je m'intéresse aux piscines en plein air, arrosez la couleur du mystère!"""
"""#00757"",""Je veux me plonger dans une piscine aux couleurs de l'arc-en-ciel !"""
"""#00758"",""Maître artiste"""
"""#00759"", ""Mes amis m'ont dit que je devais essayer les churros. Les vendent-ils dans ce parc aquatique ?"""
"""#00760"",""J'aime les parcs aquatiques conçus avec zeste."""
"""#00761"", ""Je préfère les spas de sources chaudes, vraiment. Mais si vous avez une piscine chaude..."""
"""#00762"",""Commis de magasin"""
"""#00763"", ""La meilleure chose avant ou après une baignade est une crêpe mignonne!"""
"""#00764"",""Je veux avoir l'impression d'être sur une plage!"""
"""#00765"",""Étudiant"""
"""#00766"", ""Ma gorge est desséchée... Je veux de la limonade!"""
"""#00767"",""Les douches fleuries sont tellement mignonnes!"""
"""#00768"",""Mon Dieu, je veux vraiment un cheeseburger !"""
"""#00769"",""Coureur"""
"""#00770"",""Je voudrais un maillot de bain qui me mettra en valeur !"""
"""#00771"",""Un flotteur d'orques de rivière... ce serait bien."""
"""#00772"",""Avoir faim... Puis-je avoir un sandwich?"""
"""#00773"",""Esthéticienne"""
"""#00774"", ""N'importe où je peux acheter des frites?"""
"""#00775"", ""Je ne peux pas aller nager s'il n'y a pas de douche où je peux me laver les cheveux après."""
"""#00776"", ""Vous savez qu'une piscine est classe quand les tuiles sont en granit !"""
"""#00777"",""Chroniqueur"""
"""#00778"", ""Plonger dans une piscine avec de l'eau de la couleur de l'améthyste serait vraiment spécial."""
"""#00779"",""Je cherche des piscines qui valent la peine d'être écrites."""
"""#00780"",""Les piscines avec de jolis carreaux égayent mon humeur."""
"""#00781"",""Ex-Célébrité"""
"""#00782"", ""J'ai juste besoin d'un endroit pour me démaquiller avant de nager."""
"""#00783"", ""Je voudrais une piscine avec un parfum aussi chaud que moi!"""
"""#00784"", ""Les flotteurs de coquillages sont le dernier engouement, n'est-ce pas?"""
"""#00785"",""Entraîneur de remise en forme"""
"""#00786"", ""J'ai besoin d'un maillot de bain qui ne gêne pas les mouvements."""
"""#00787"",""Je veux une piscine chaude et citronnée !"""
"""#00788"", ""J'ai toujours voulu essayer un toboggan à trois niveaux!"""
"""#00789"",""Boxer"""
"""#00790"", ""Je veux me rafraîchir dans une piscine aux agrumes."""
"""#00791"",""J'ai envie de fraises..."""
"""#00792"", ""Une piscine chauffée au rouge avec des jets d'eau aiderait mes muscles endoloris."""
"""#00793"",""Fille impertinente"""
"""#00794"", ""Chaque parc aquatique a besoin de douches fleuries, à mon avis!"""
"""#00795"",""Je veux nager dans une piscine rose!"""
"""#00796"", ""Tu dois avoir un toboggan dans les arbres, je veux dire, ce sont les meilleurs!"""
"""#00797"",""Personnel de vente"""
"""#00798"", ""Ça fait longtemps que je n'ai pas mangé de nouilles frites..."""
"""#00799"",""Une personne séduisante comme moi a besoin d'un maillot de bain assorti !"""
"""#00800"", ""Oh mon dieu, je viens de découvrir des glissades sur glace. Y en a-t-il dans votre parc ?"""
"""#00801"",""Gourmets"""
"""#00802"",""Vous avez des maillots de bain parfaits pour marcher en piscine ?"""
"""#00803"", ""Je veux un cône de neige au miel, s'il vous plaît."""
"""#00804"", ""J'AI BESOIN d'un cône de neige matcha aux marrons, j'en ai besoin maintenant!"""
"""#00805"",""Cosméticienne"""
"""#00806"", ""Le lait de soja est bon pour la peau. Est-il disponible dans votre parc aquatique ?"""
"""#00807"", ""Je préfère les piscines où l'on peut nager à contre-courant."""
"""#00808"",""Avez-vous des piscines qui rendraient ma peau plus éclatante?"""
"""#00809"",""Chocolatier"""
"""#00810"", ""Je veux essayer une piscine extérieure mais je déteste avoir froid."""
"""#00811"", ""Je voudrais une glace au matcha."""
"""#00812"", ""J'ai toujours rêvé d'être une sirène. Avez-vous des maillots de bain sirène?"""
"""#00813"",""Acupuncteur"""
"""#00814"", ""Un flotteur d'orque de mer serait génial d'avoir."""
"""#00815"",""J'ai froid..."""
"""#00816"",""Y a-t-il un endroit où je pourrais m'asseoir avec des amis pour discuter sans payer ?"""
"""#00817"",""Femme au foyer"""
"""#00818"", ""Je veux nager dans une piscine qui a un côté vert printanier !"""
"""#00819"", ""Je veux faire une crêpe salée mais je devrais d'abord en essayer une bien faite, non?"""
"""#00820"",""Une piscine chaude aux couleurs de l'arc-en-ciel serait fabuleuse, vous ne trouvez pas ? »"
"""#00821"",""Créateur de mode"""
"""#00822"", ""Je cherche l'inspiration dans des piscines aux parfums inhabituels."""
"""#00823"", ""Je me demande si vous avez l'un des maillots de bain que j'ai conçus."""
"""#00824"", ""Je n'aime pas trop l'eau colorée, mais les carreaux colorés? Oh oui!"""
"""#00825"",""Célébrité montante"""
"""#00826"",""Crème glacée molle ! Je veux de la crème glacée !"""
"""#00827"",""Donnez-moi un maillot de bain qui me fera passer pour un héros !"""
"""#00828"",""Concessionnaire automobile"""
"""#00829"",""Après une longue journée de travail, je veux me détendre dans une piscine chauffée et parfumée aux fleurs."""
"""#00830"", ""J'aime les canapés ronds et marron. Vous en avez ?"""
"""#00831"", ""Je voudrais dériver doucement sur un flotteur de hamac."""
"""#00832"",""Modèle Célèbre"""
"""#00833"", ""Err... N'importe quel endroit où je peux avoir une salade ici?"""
"""#00834"", ""Je tuerais pour une noix de coco en ce moment."""
"""#00835"",""Un bikini en noix de coco serait tellement moi!"""
"""#00836"",""Pilote"""
"""#00837"", ""Avez-vous une piscine qui me rappellerait le ciel ? Avec un bon parfum de baies."""
"""#00838"",""Je veux avoir l'impression de voler, de dévaler un toboggan à grande vitesse !"""
"""#00839"", ""Si ce n'est pas trop demander, je voudrais un flotteur de pastèque."""
"""#00840"",""Personnalité de la télévision"""
"""#00841"", ""Je voudrais sauter dans une piscine froide pour pratiquer mon expression choquée."""
"""#00842"", ""Vous avez des boissons qui ont si mauvais goût qu'elles doivent être bonnes pour vous?"""
"""#00843"",""Je veux nager comme une sirène!"""
"""#00844"",""Magnat"""
"""#00845"", ""J'aime l'or... et les piscines qui me le rappellent."""
"""#00846"",""Thé, sans sucre, s'il vous plaît."""
"""#00847"",""Dame autoritaire"""
"""#00848"",""Y a-t-il des piscines extérieures populaires par ici ?"""
"""#00849"",""Les frites au curry sont mon plaisir coupable."""
"""#00850"",""Une piscine arc-en-ciel aurait l'air si magique ! J'ai tellement envie d'y nager."""
"""#00851"",""Roi Ackbar"""
"""#00852"",""Les pools qui augmentent la chance avec de l'argent ne sont-ils qu'un mythe?"""
"""#00853"", ""Je ne veux pas partager de siège avec n'importe qui. Premium pour moi."""
"""#00854"", ""Je voudrais un bateau soigné."""
"""#00855"",""=#00582"""
"""#00856"", ""J'aimerais glisser vers le bas en me tenant la main avec des amis, car c'est un peu effrayant."""
"""#00857"", ""J'aimerais ingérer du carbone."""
"""#00858"", ""J'aimerais ingérer du biocarburant."""
"""#00859"",""Sally Prin"""
"""#00860"", ""Je ne m'intéresse qu'aux pools qui ont beaucoup de likes sur les réseaux sociaux."""
"""#00861"",""Votre piscine a-t-elle des carreaux de haute qualité ?"""
"""#00862"",""Servez-moi un ensemble de sushis de luxe !"""
"""#00863"",""Wairobot"""
"""#00864"", ""Je préfère les piscines plus fraîches, de la même couleur que moi."""
"""#00865"",""Donnez-moi un fruit du dragon."""
"""#00866"",""Chimpan Z"""
"""#00867"",""Un jus de banane pour moi?"""
"""#00868"",""Puis-je avoir du lait de banane ?"""
"""#00869"", ""Je voudrais nager dans une piscine avec des tuiles Kairo."""
"""#00870"",""Woooo!&Aaaahaha!&Whoa!&Awright!"""
"""#00871"",""Allons-y !&Bonjour !&Bonjour !"""
"""#00872"",""Yy!&Piscine!&Teehee!"""
"""#00873"",""Il est temps de rentrer à la maison.&C'était amusant !&J'ai adoré.&Plus tard !"""
"""#00874"", ""Je me suis épuisé.&Je suis épuisé !&Je rentre à la maison.&Pas d'énergie pour plus !&Je suis épuisé."""
"""#00875"", ""Assez pour l'instant.&Je meurs de faim !&La la la !&Besoin d'une pause.&C'était bien.&Besoin de manger un morceau."""
"""#00876"",""Oh oui !&Woohoo !&Un toboggan !&Slidey slidey time !"""
"""#00877"",""Je veux nager !&Je suis excité !&Allez-y !&Je vais plonger !&Cent tours !"""
"""#00878"",""Whoosh!&Splash!&Wahoo!&Hah!&Prenez ça !"""
"""#00879"",""Nooon!&Ack!&Aaah!&Eeek!"""
"""#00880"",""C'est l'heure de manger !&Ça a l'air sympa.&Trouvons un siège."""
"""#00881"", ""Mmm!&Miam!&Nom nom!&Munch grignotez!&Tellement savoureux!"""
"""#00882"",""Ah yiss!&Wahoo!&Booyah!"""
"""#00883"", ""Aww, si chaud.&J'avais besoin de ça.&Relaxant.&Beau et chaud."""
"""#00884"",""Woah, il fait froid.&Ca me refroidit.&Brrr!&Froid !"""
"""#00885"",""La la la!&Bel endroit.&J'aime ça.&Bien."""
"""#00886"",""Temps soigné.&Beau temps.&Aaah, printemps.&Le printemps est le meilleur."""
"""#00887"", ""Chaud aujourd'hui.&Tellement ensoleillé !&Beau temps.&Journée d'été parfaite.&Rafraîchissant."""
"""#00888"",""Joyeux jours.&Temps agréable.&Belle journée.&Journée parfaite pour sortir !&Journée active !"""
"""#00889"",""Brrr...&Froid!&Je frissonne...&Le vent est froid.&Si froid !"""
"""#00890"",""Dépêchez-vous...&J'attends toujours.&Je veux entrer!"""
"""#00891"",""Allez...&Dépêchez-vous !&Je ne peux pas attendre !"""
"""#00893"",""Aaack!&Whoa!&Hahaha!&So fast!&Yeah!"""
"""#00894"",""Citron"""
"""#00895"",""La quintessence des agrumes."""
"""#00896"",""Pamplemousse"""
"""#00897"",""=#00896"""
"""#00898"",""Supposément bon pour suivre un régime."""
"""#00899"",""Raisins violets"""
"""#00900"",""Les raisins extra-larges."""
"""#00901"",""Raisins blancs"""
"""#00902"",""=#00901"""
"""#00903"",""Une ancienne souche de raisin."""
"""#00904"",""Pomme"""
"""#00905"",""En direct de la ferme."""
"""#00906"",""=#00554"""
"""#00907"",""=#00554"""
"""#00908"",""Mûri au soleil."""
"""#00909"",""=#00576"""
"""#00910"",""=#00576"""
"""#00911"",""Très doux cette année."""
"""#00912"",""Melon"""
"""#00913"",""A une odeur rafraîchissante et délicieuse."""
"""#00914"",""Fraise"""
"""#00915"",""Baie"""
"""#00916"",""Techniquement pas une baie."""
"""#00917"",""Fruit du Dragon"""
"""#00918"",""=#00917"""
"""#00919"",""Un fruit à l'allure curieuse."""
"""#00920"",""Papaye"""
"""#00921"",""Excellent frais ou au curry."""
"""#00922"",""=#00574"""
"""#00923"",""Commerce équitable."""
"""#00924"",""Ananas"""
"""#00925"",""=#00924"""
"""#00926"", ""Tu le veux sur ta pizza ?"""
"""#00927"",""Myrtille"""
"""#00928"",""=#00552"""
"""#00929"",""Supposément bon pour les yeux."""
"""#00930"",""Framboise"""
"""#00931"", ""Doux, juteux et très gourmand."""
"""#00932"",""Pêche"""
"""#00933"",""=#00932"""
"""#00934"",""Légèrement flou."""
"""#00935"",""Kiwi"""
"""#00936"",""=#00935"""
"""#00937"", ""Il y a aussi une variété jaune."""
"""#00938"",""Châtaigne"""
"""#00939"",""=#00938"""
"""#00940"",""Châtaigne, le goût de l'automne."""
"""#00941"",""Noix de coco"""
"""#00942"",""=#00941"""
"""#00943"",""Noix"""
"""#00944"",""Super sain, adoré par les mannequins."""
"""#00945"",""Lait"""
"""#00946"",""=#00945"""
"""#00947"",""=#00945"""
"""#00948"",""Doucement pasteurisé."""
"""#00949"",""Lait de soja"""
"""#00950"",""Soja"""
"""#00951"",""Non filtré pour un meilleur goût."""
"""#00952"",""Cola"""
"""#00953"",""Boisson gazeuse énergisante."""
"""#00954"",""Soda"""
"""#00955"",""=#00954"""
"""#00956"",""=#00954"""
"""#00957"",""Soda sans saveur."""
"""#00958"",""Eau chaude"""
"""#00959"",""Chaud"""
"""#00960"",""C'est juste de l'eau bouillie."""
"""#00961"",""Match"""
"""#00962"",""=#00961"""
"""#00963"",""Thé vert en poudre."""
"""#00964"",""Thé noir"""
"""#00965"",""Thé"""
"""#00966"",""=#00965"""
"""#00967"",""L'ajout de lait est facultatif."""
"""#00968"",""Café en grains"""
"""#00969"",""Café"""
"""#00970"",""Rôtir et moudre pour faire du café."""
"""#00971"",""Chocolat"""
"""#00972"",""Chocolat"""
"""#00973"",""Fabriqué à partir de fèves de cacao de qualité supérieure."""
"""#00974"",""Glace"""
"""#00975"",""Glacé"""
