"@title", "Français"
"# 00693", "Puis-je avoir un smoothie vert?"
"# 00694", "Chef"
"# 00695", "Je veux une pastèque!"
"# 00696", "Que diriez-vous d'une piscine extérieure aux senteurs florales? Trop chic pour vous?"
"# 00697", "Rien ne dit style comme un flotteur de banane. Si je n'en avais qu'un!"
"# 00698", "Cook"
"# 00699", "Je veux aller dans une piscine extérieure populaire. La vôtre est-elle populaire?"
"# 00700", "Puis-je avoir de la nourriture chinoise dans votre parc aquatique?"
"# 00701", "Je mets de la mayonnaise sur des sushis au saumon. Ne me jugez pas. Alors, est-ce que je peux en avoir?"
"# 00702", "Docteur"
"# 00703", "Installez un spa avec des jets d'eau, s'il vous plaît. Ils sont bons pour les maux de dos."
"# 00704", "Une mini-douche est idéale pour masser les épaules raides. Il suffit de dire."
"# 00705", "Certains rochers décoratifs auraient fière allure dans la piscine."
"# 00706", "Minuterie partielle"
"# 00707", "Une piscine fraîche serait cool."
"# 00708", "J'aurais aimé avoir un maillot de bain rétro."
"# 00709", "Je veux une pizza!"
«# 00710», «Employé recrue»
"#00711","J'ai quelque chose pour les chaises en bois blanc.."
"# 00712", "Je veux une place pour moi tout seul."
"# 00713", "Les diapositives à deux niveaux semblent tellement amusantes."
"# 00714", "Commis de bureau (M)"
"# 00715", "J'aime le parfum de cyprès, tu sais."
"# 00716", "Vous avez des aliments riches en protéines?"
"# 00717", "Les piscines avec une ambiance marine sont mes préférées."
"# 00718", "Commis de bureau (F)"
"# 00719", "Hmm ... Je veux un maillot de bain dans un style populaire."
"# 00720", "Je veux un maillot de bain avec un look plus mature."
"# 00721", "= # 00651"
"# 00722", "Employé de bureau"
"# 00723", "Je ne peux jamais choisir un bon maillot de bain ... Peux-tu m'en acheter un qui soit élégant?"
"# 00724", "J'ai besoin de plus d'expériences passionnantes dans ma vie. Votre parc peut-il offrir cela?"
"# 00725", "Puis-je avoir du soda à la crème ici?"
"# 00726", "Conseiller fiscal"
"# 00727", "Parfois, je veux juste suivre le courant."
"# 00728", "Avez-vous des bains chauds avec jets d'eau, comme dans les spas?"
"# 00729", "Je veux quelque chose de sucré ... comme un pain au melon."
"# 00730", "PDG"
"# 00731", "Ce que je recherche surtout, c'est un beau bronzage."
"# 00732", "J'aime les piscines chaudes qui me donnent l'impression de tremper dans une immense baignoire."
"# 00733", "Je n'aime pas nager dans des piscines qui n'utilisent pas de carrelage haut de gamme."
"# 00734", "Président"
"# 00735", "J'ai rêvé d'une piscine rouge et sentant les baies. Est-ce que ça pourrait exister?"
"# 00736", "J'adore les courses de chevaux. Pouvez-vous me donner une chambre à air équestre?"
"# 00737", "Donnez-moi une chambre à air équestre pour faire la course avec d'autres nageurs!"
"# 00738", "Fashionista"
"# 00739", "Citrons, mmm! Je veux en croquer un maintenant!"
"# 00740", "Je veux un flotteur orque de rêve qui épaterait mes amis en ligne!"
"# 00741", "Des snack-bars où je pourrais me détendre avec style?"
"# 00742", "Réalisateur de films"
"# 00743", "Je prends facilement des coups de soleil ..."
"# 00744", "Pouvez-vous m'offrir un maillot de bain comme ce que vous voyez dans les films?"
"# 00745", "Avez-vous des chars qui vous font penser au voyage dans le temps?"
"# 00746", "Comédien"
"# 00747", "J'aime les piscines bleues aux senteurs inhabituelles."
"# 00748", "Puis-je avoir des nouilles bouillies pour pratiquer mon nouveau bâillon de nouilles?"
"# 00749", "Je voudrais une piscine blanche tout autour, et l'eau est blanche aussi!"
"# 00750", "Parfumeur"
"# 00751", "Le parfum d'agrumes est un excellent stimulant d'humeur. Avez-vous essayé de l'utiliser dans les piscines?"
"# 00752", "Essayez d'ajouter un parfum" "vert" "frais à une piscine pour un effet relaxant."
"# 00753", "Je n'arrive pas à décider ce que j'aime le plus, le barbecue ou la natation! Puis-je avoir les deux?"
"# 00754", "Peintre célèbre"
"# 00755", "Quelqu'un peut-il me montrer une piscine populaire?"
"# 00756", "Je m'intéresse aux piscines en plein air, l'eau couleur du mystère!"
"# 00757", "Je veux me plonger dans une piscine aux couleurs de l'arc-en-ciel!"
"# 00758", "Maître artiste"
"# 00759", "Mes amis m'ont dit que je devais essayer les churros. Les vendent-ils dans ce parc aquatique?"
"# 00760", "J'aime les parcs aquatiques conçus avec zeste."
"# 00761", "Je préfère vraiment les spas thermaux. Mais si vous avez une piscine qui fait chaud ..."
"# 00762", "Commis de magasin"
"# 00763", "La meilleure chose avant ou après une baignade est une crêpe mignonne!"
"# 00764", "Je veux avoir l'impression d'être sur une plage!"
"# 00765", "Étudiant"
"# 00766", "Ma gorge est desséchée ... Je veux de la limonade!"
"# 00767", "Les douches fleuries sont tellement mignonnes!"
"# 00768", "Gosh, je veux vraiment un cheeseburger!"
"# 00769", "Racer"
"# 00770", "J'aimerais un maillot de bain qui me rendra sexy!"
"# 00771", "Un flotteur d'orque de rivière ... serait bien."
"# 00772", "Avoir faim ... Puis-je avoir un sandwich?"
"# 00773", "Esthéticienne"
"# 00774", "Où puis-je acheter des frites?"
"# 00775", "Je ne peux pas aller nager s'il n'y a pas de douche où je peux me laver les cheveux après."
"# 00776", "Vous savez qu'une piscine est élégante quand les carreaux sont en granit!"
"# 00777", "Chroniqueur"
"# 00778", "Plonger dans une piscine avec de l'eau couleur améthyste serait vraiment spécial."
"# 00779", "Je recherche des piscines qui méritent d'être écrites."
"# 00780", "Les piscines avec de jolis carreaux égayent mon humeur."
"# 00781", "Ancienne célébrité"
"# 00782", "J'ai juste besoin d'un endroit pour me laver le maquillage avant de nager."
"# 00783", "J'aimerais une piscine avec un parfum aussi chaud que moi!"
"# 00784", "Les flotteurs Seashell sont le dernier engouement, n'est-ce pas?"
"# 00785", "Coach fitness"
"# 00786", "J'ai besoin d'un maillot de bain qui ne gêne pas les mouvements."
"# 00787", "Je veux une piscine citronnée chaude!"
"# 00788", "J'ai toujours voulu essayer une diapositive à trois niveaux!"
"# 00789", "Boxeur"
"# 00790", "Je veux me rafraîchir dans une piscine d'agrumes."
"# 00791", "J'ai envie de fraises ..."
"# 00792", "Une piscine chauffée au rouge avec des jets d'eau aiderait mes muscles endoloris."
"# 00793", "Sassy Girl"
"# 00794", "Chaque parc aquatique a besoin de douches fleuries, à mon avis!"
"# 00795", "Je veux nager dans une piscine rose!"
"# 00796", "Vous devez avoir une diapositive de cabane dans les arbres, je veux dire, ils sont les meilleurs!"
"# 00797", "Ventes"
"# 00798", "Cela fait un moment que je n'ai pas mangé de nouilles frites ..."
"# 00799", "Une personne attirante comme moi a besoin d'un maillot de bain assorti!"
"# 00800", "Oh mon Dieu, je viens de découvrir des glissades sur glace. Y en a-t-il un dans votre parc?"
"# 00801", "Gourmand"
"# 00802", "Vous avez des maillots de bain pour marcher dans la piscine?"
"# 00803", "Je veux un cône de neige au miel, s'il vous plaît."
"# 00804", "J'AI BESOIN d'un cornet de neige matcha aux châtaignes, j'en ai besoin maintenant!"
"# 00805", "Cosméticienne"
"# 00806", "Le lait de soja est bon pour la peau. Est-il disponible dans votre parc aquatique?"
"# 00807", "Je préfère les piscines où l'on peut nager à contre-courant."
"# 00808 "," Avez-vous des piscines qui rendraient ma peau plus éclatante? "
"# 00809", "Chocolatier"
"# 00810", "Je veux essayer une piscine extérieure mais je déteste avoir froid."
"# 00811", "Je voudrais une glace au matcha."
"# 00812", "J'ai toujours rêvé d'être une sirène. Avez-vous des maillots de bain sirène?"
"# 00813", "Acupuncteur"
"# 00814", "Un flotteur d'orque de mer serait génial d'avoir."
"# 00815", "J'ai froid ..."
"# 00816", "Y a-t-il un endroit où je pourrais m'asseoir avec des amis pour discuter sans payer?"
"# 00817", "Femme au foyer"
"# 00818", "Je veux nager dans une piscine qui a une sensation de vert printanier!"
"# 00819", "Je veux faire une crêpe salée mais je devrais d'abord essayer une crêpe bien faite, non?"
"# 00820", "Une piscine chaude aux couleurs arc-en-ciel serait fabuleuse, tu ne crois pas?"
"# 00821", "Créateur de mode"
"# 00822", "Je cherche l'inspiration dans des piscines au parfum inhabituel."
"# 00823", "Je me demande si vous avez l'un des maillots de bain que j'ai conçus."
"# 00824", "Je me fiche de l'eau colorée, mais des carreaux colorés? Oh oui!"
"# 00825", "Rising Celeb"
"# 00826", "Glace molle! Je veux de la glace!"
"# 00827", "Donne-moi un maillot de bain qui me fera passer pour un héros!"
"# 00828", "Concessionnaire automobile"
"# 00829", "Après une longue journée de travail, je veux me détendre dans une piscine chauffée aux fleurs."
"# 00830", "J'aime les canapés ronds et bruns. Vous en avez?"
"# 00831", "Je voudrais dériver doucement sur un flotteur de hamac."
"# 00832", "Modèle célèbre"
"# 00833", "Euh ... N'importe quel endroit où je peux avoir une salade ici?"
"# 00834", "Je tuerais pour une noix de coco maintenant."
"# 00835", "Un bikini en noix de coco serait tellement moi!"
"# 00836", "Pilote"
"# 00837", "Avez-vous une piscine qui me rappellerait le ciel? Avec un bon parfum de baies."
"# 00838", "Je veux avoir l'impression de voler, de descendre un toboggan à grande vitesse!"
"# 00839", "Si ce n'est pas trop demander, j'aimerais un flotteur de pastèque."
"# 00840", "Personnalité TV"
"# 00841", "Je voudrais sauter dans une piscine froide pour pratiquer mon expression choquée."
"# 00842", "Vous avez des boissons qui ont si mauvais goût qu'elles doivent être bonnes pour vous?"
"# 00843", "Je veux nager comme une sirène!"
"# 00844", "Magnate"
"# 00845", "J'aime l'or ... et les piscines qui me le rappellent."
"# 00846", "Thé, pas de sucre, s'il vous plaît."
"# 00847", "Dame autoritaire"
"# 00848", "Y a-t-il des piscines extérieures populaires ici?"
"# 00849", "Les frites au curry sont mon plaisir coupable."
"# 00850", "Une piscine arc-en-ciel aurait l'air si magique! J'ai tellement envie de nager en une."
"# 00851", "King Ackbar"
"# 00852", "Les piscines qui augmentent sa chance avec de l'argent ne sont-elles qu'un mythe?"
"# 00853", "Je ne veux pas partager de sièges avec à peu près n'importe qui. Premium pour moi."
"# 00854", "J'aimerais un bateau soigné."
"# 00855", "= # 00582"
"# 00856", "J'aimerais glisser vers le bas en me tenant la main avec des amis, car c'est un peu effrayant."
"# 00857", "Je voudrais ingérer du carbone."
"# 00858", "Je voudrais ingérer du biocarburant."
"# 00859", "Sally Prin"
"# 00860", "Je ne suis intéressé que par les pools qui ont beaucoup de likes sur les réseaux sociaux."
"# 00861", "Votre piscine a-t-elle des carreaux de grande qualité?"
"# 00862", "Servez-moi un set de sushi de luxe!"
"# 00863", "Wairobot"
"# 00864", "Je préfère les piscines plus fraîches, de la même couleur que moi."
"# 00865", "Donnez-moi un fruit du dragon."
"# 00866", "Chimpan Z"
"# 00867", "Du jus de banane pour moi?"
"# 00868", "Puis-je avoir du lait de banane?"
"# 00869", "J'aimerais nager dans une piscine avec des tuiles Kairo."
"# 00870", "Woooo! & Aaaahaha! & Whoa! & Awright!"
"# 00871", "Allons-y! & Hiyah! & Helloes!"
"# 00872", "Yay! & Piscine! & Teehee!"
"# 00873", "Il est temps de rentrer à la maison. & C'était amusant! & J'ai adoré. & Laters!"
"# 00874", "Je me suis fatigué. Et je suis épuisé! & Je rentre à la maison. & Pas d'énergie pour plus! & Je suis épuisé."
"# 00875", "Assez pour le moment. Et je meurs de faim! & La la la! & Besoin d'une pause. & C'était bien. & Besoin de manger un morceau."
"# 00876", "Oh oui! & Woohoo! & Une diapositive! & Glissez le temps!"
"# 00877", "Je veux nager! Et je suis excité! & Apportez-le! & Je vais plonger! & Cent tours!"
"# 00878", "Whoosh! & Splash! & Wahoo! & Hah! & Prends ça!"
"# 00879", "Nooon! & Ack! & Aaah! & Eeek!"
"# 00880", "Il est temps de manger! & Ça a l'air sympa. & Trouvons une place."
"# 00881", "Mmm! & Yum! & Nom nom! & Munch munch! & Tellement savoureux!"
"# 00882", "Aw yiss! & Wahoo! & Booyah!"
"# 00883", "Aww, si chaleureux. & J'en avais besoin. & Relaxant. & Agréable et chaleureux."
"# 00884", "Woah, il fait froid. & Me refroidit. & Brrr! & Cold!"
"# 00885", "La la la! & Bel endroit. & J'adore. & Nice."
"# 00886", "Neat. & Beau temps. & Aaah, printemps. & Le printemps est le meilleur."
"# 00887", "Chaud aujourd'hui. Et si ensoleillé! Et beau temps. Et journée d'été parfaite. Et rafraîchissant."
"# 00888", "Bonnes journées. & Temps agréable. & Belle journée. & Journée parfaite pour sortir! & Journée active!"
"# 00889", "Brrr ... & Frisson! & Je frissonne ... & Le vent est froid. & Tellement froid!"
"# 00890", "Dépêchez-vous ... & J'attends toujours. & Je veux entrer!"
"# 00891", "Allez ... et dépêchez-vous! & J'ai hâte!"
"# 00893", "Aaack! & Whoa! & Hahaha! & Si vite! & Ouais!"
"# 00894", "Citron"
"# 00895", "La quintessence des agrumes."
"# 00896", "Pamplemousse"
"# 00897", "= # 00896"
"# 00898", "Soi-disant bon pour suivre un régime."
"# 00899", "Raisins violets"
"# 00900", "Raisins extra-larges."
"# 00901", "Raisins blancs"
"# 00902", "= # 00901"
"# 00903", "Une ancienne souche de raisin."
"# 00904", "Apple"
"# 00905", "Directement de la ferme."
"# 00906", "= # 00554"
"# 00907", "= # 00554"
"# 00908", "mûri au soleil."
"# 00909", "= # 00576"
"# 00910", "= # 00576"
"# 00911", "Très gentil cette année."
"# 00912", "Melon"
"# 00913", "A une odeur rafraîchissante et délicieuse."
"# 00914", "Fraise"
"# 00915", "Berry"
"# 00916", "Techniquement pas une baie."
"# 00917", "Fruit du dragon"
"# 00918", "= # 00917"
"# 00919", "Un fruit curieux."
"# 00920", "Papaye"
"# 00921", "Excellent frais ou en curry."
"# 00922", "= # 00574"
"# 00923", "Commerce équitable".
"# 00924", "Ananas"
"# 00925", "= # 00924"
"# 00926", "Le voulez-vous sur votre pizza?"
"# 00927", "Myrtille"
"# 00928", "= # 00552"
"# 00929", "Soi-disant bon pour les yeux."
"# 00930", "Framboise"
"# 00931", "Doux, juteux et très moreish."
"# 00932", "Pêche"
"# 00933", "= # 00932"
"# 00934", "Légèrement flou."
"# 00935", "Kiwi"
"# 00936", "= # 00935"
"# 00937", "Il y a aussi une variété jaune."
"# 00938", "Châtaigne"
"# 00939", "= # 00938"
"# 00940", "Châtaigne, le goût de l'automne."
"# 00941", "Noix de coco"
"#00942","=#00941"
"# 00943", "Noix"
"# 00944", "Super sain, aimé des mannequins."
"# 00945", "Lait"
"# 00946", "= # 00945"
"# 00947", "= # 00945"
"# 00948", "Pasteurisé doucement."
"# 00949", "Lait de soja"
"# 00950", "Soja"
"# 00951", "Non filtré pour un meilleur goût."
"# 00952", "Cola"
"# 00953", "Boisson gazeuse et énergisante."
"# 00954", "Soda"
"# 00955", "= # 00954"
"# 00956", "= # 00954"
"# 00957", "Soda sans saveur."
"# 00958", "Eau chaude"
"# 00959", "Chaud"
"# 00960", "C'est juste de l'eau bouillie."
"# 00961", "Matcha"
"# 00962", "= # 00961"
"# 00963", "Thé vert en poudre."
"# 00964", "Thé noir"
"# 00965", "Thé"
"# 00966", "= # 00965"
"# 00967", "L'ajout de lait est facultatif."
"# 00968", "Grains de café"
"# 00969", "Café"
"# 00970", "Rôtir et moudre pour faire du café."
"# 00971", "Chocolat"
"# 00972", "Choco"
"# 00973", "Fabriqué à partir de fèves de cacao de première qualité."
"# 00974", "Glace"
"# 00975", "Glacé"
"# 00976", "= # 00974"
"# 00977", "Récolté sur une montagne enneigée."
"# 00978", "Fromage"
"# 00979", "Morceau de fromage jaune."
"# 00980", "Poulet"
"# 00981", "Un poulet entier."
"# 00982", "Porc"
"# 00983", "Avec juste la bonne quantité de graisse."
"# 00984", "Boeuf"
"# 00985", "Bœuf de qualité supérieure."
"# 00986", "Saumon"
"# 00987", "Pris dans la nature."
"# 00988", "Thon"
"# 00989", "Pole-line pris."
"# 00990", "Poulpe"
"# 00991", "Chewy."
"# 00992", "Squid"
"# 00993", "Délicieux grillés."
"# 00994", "Oignon"
"# 00995", "Doux rôti ou bouilli."
"# 00996", "Tomate"
"# 00997", "Tomate dodue mûrie au soleil."
"# 00998", "Poivron"
"# 00999", "Croustillant et savoureux."
"# 01000", "Pomme de terre"
"# 01001", "Le genre cireux."
"# 01002", "Mooli"
"# 01003", "Croustillant et rafraîchissant."
"# 01004", "Chou"
"# 01005", "Va bien dans les salades."
"# 01006", "Maïs doux"
"# 01007", "Doux, juteux et délicieux."
"# 01008", "Oignon vert"
"# 01009", "Cadeau de Duckie."
"# 01010", "Oeuf"
"# 01011", "Si frais, c'est encore chaud."
"# 01012", "Poivre"
"# 01013", "= # 01012"
"# 01014", "Finement moulu."
"# 01015", "Sel"
"# 01016", "= # 01015"
"# 01017", "Sel marin naturel."
"# 01018", "Sucre"
"# 01019", "= # 01018"
"# 01020", "Sucre granulé pour desserts."
"# 01021", "Ketchup"
"# 01022", "= # 01021"
"# 01023", "Rassurant, contient des tomates."
"# 01024", "Mayonnaise"
"# 01025", "Mayo"
"# 01026", "50% de calories en moins!"
"# 01027", "Vinaigre"
"# 01028", "= # 01027"
"# 01029", "Aigre, mais pas trop vif."
«# 01030», «Sauce barbecue»
"# 01031", "Sauce"
"# 01032", "A une saveur complexe."
"# 01033", "Caramel"
"# 01034", "= # 01033"
"# 01035", "= # 01033"
"# 01036", "Doux mais tellement bon."
"# 01037", "Amandes"
"# 01038", "Rôti. Mmm."
"# 01039", "Menthe"
"# 01040", "De la parcelle d'herbes d'arrière-cour."
"# 01041", "Pâte de noisette"
"# 01042", "Noisette"
"# 01043", "Pâte de noisette douce"
"# 01044", "Beurre"
"# 01045", "Bonté crémeuse et beurrée."
"# 01046", "Sauce soja"
"# 01047", "Utilisé dans de nombreux plats."
"# 01048", "Cypress Bathbomb"
"# 01049", "Cypress"
"# 01050", "A une odeur boisée et épicée."
"# 01051", "Huile aromatique"
"# 01052", "Aromatique"
"# 01053", "= # 01052"
"# 01054", "Vous n'avez besoin que d'une goutte par bain."
"# 01055", "Sel de bain"
"# 01056", "= # 01015"
"# 01057", "Vraiment bon pour votre peau."
"# 01058", "Savon"
"# 01059", "= # 01058"
"# 01060", "Avec un parfum délicat et agréable."
"# 01061", "Riz"
"# 01062", "Riz blanc, un aliment de base."
"# 01063", "Nouilles"
"# 01064", "De délicieuses nouilles frisées."
"# 01065", "Farine"
"# 01066", "Farine de blé avec de nombreuses utilisations."
"# 01067", "Garam Masala"
"# 01068", "Épice"
"# 01069", "Un mélange d'épices classique."
"# 01070", "Charbon"
"# 01071", "= # 01070"
"# 01072", "Charbon de bois de haute qualité."
"# 01073", "Levure"
"# 01074", "Fait lever la pâte."
"# 01075", "Huile d'olive"
"# 01076", "Utilisez-le dans les vinaigrettes."
"#01077","=#00894"
"#01078","=#00896"
"#01079","=#00899"
"#01080","=#00901"
"#01081","=#00904"
"#01082","=#00554"
"#01083","=#00576"
"#01084","=#00912"
"#01085","=#00914"
"#01086","=#00917"
"#01087","=#00920"
"#01088","=#00574"
"#01089","=#00924"
"#01090","=#00927"
"#01091","=#00930"
"#01092","=#00932"
"#01093","=#00935"
"#01094","=#00938"
"#01095","=#00941"
"#01096","=#00945"
"#01097","=#00949"
"#01098","=#00952"
"#01099","=#00954"
"#01100","=#00958"
"#01101","=#00961"
"#01102","=#00964"
"#01103","=#00968"
"#01104","=#00971"
"#01105","=#00974"
"#01106","=#00978"
"#01107","=#00980"
"#01108","=#00982"
"#01109","=#00984"
"#01110","=#00986"
"#01111","=#00988"
"#01112","=#00990"
"#01113","=#00992"
"#01114","=#00994"
"#01115","=#00996"
"#01116","=#00998"
"#01117","=#01000"
"#01118","=#01002"
